second,Volt,Volt
-1.890000E-03,+327.608037E-03,+10.452261E-03
-1.887500E-03,+327.608037E-03,+7.236181E-03
-1.885000E-03,+347.708539E-03,+5.628141E-03
-1.882500E-03,+347.708539E-03,+4.824121E-03
-1.880000E-03,+367.809041E-03,+4.020100E-03
-1.877500E-03,+367.809041E-03,+3.216080E-03
-1.875000E-03,+347.708539E-03,+2.412060E-03
-1.872500E-03,+367.809041E-03,+1.608040E-03
-1.870000E-03,+387.909544E-03,+1.608040E-03
-1.867500E-03,+408.010046E-03,+1.608040E-03
-1.865000E-03,+387.909544E-03,+1.608040E-03
-1.862500E-03,+408.010046E-03,+804.020E-06
-1.860000E-03,+408.010046E-03,+804.020E-06
-1.857500E-03,+408.010046E-03,+804.020E-06
-1.855000E-03,+428.110548E-03,+0.0E+00
-1.852500E-03,+408.010046E-03,+804.020E-06
-1.850000E-03,+448.211051E-03,+804.020E-06
-1.847500E-03,+448.211051E-03,+804.020E-06
-1.845000E-03,+468.311553E-03,+804.020E-06
-1.842500E-03,+468.311553E-03,+0.0E+00
-1.840000E-03,+468.311553E-03,+804.020E-06
-1.837500E-03,+448.211051E-03,+0.0E+00
-1.835000E-03,+488.412055E-03,+0.0E+00
-1.832500E-03,+488.412055E-03,-0.0E+00
-1.830000E-03,+488.412055E-03,+0.0E+00
-1.827500E-03,+508.512557E-03,+0.0E+00
-1.825000E-03,+508.512557E-03,+804.020E-06
-1.822500E-03,+508.512557E-03,+804.020E-06
-1.820000E-03,+508.512557E-03,+804.020E-06
-1.817500E-03,+508.512557E-03,+0.0E+00
-1.815000E-03,+528.613060E-03,+0.0E+00
-1.812500E-03,+528.613060E-03,+804.020E-06
-1.810000E-03,+548.713562E-03,+0.0E+00
-1.807500E-03,+548.713562E-03,+0.0E+00
-1.805000E-03,+568.814064E-03,+0.0E+00
-1.802500E-03,+548.713562E-03,+0.0E+00
-1.800000E-03,+568.814064E-03,+0.0E+00
-1.797500E-03,+568.814064E-03,+0.0E+00
-1.795000E-03,+568.814064E-03,+0.0E+00
-1.792500E-03,+588.914567E-03,+804.020E-06
-1.790000E-03,+588.914567E-03,+0.0E+00
-1.787500E-03,+609.015069E-03,+0.0E+00
-1.785000E-03,+609.015069E-03,+804.020E-06
-1.782500E-03,+609.015069E-03,+0.0E+00
-1.780000E-03,+629.115571E-03,+0.0E+00
-1.777500E-03,+629.115571E-03,+0.0E+00
-1.775000E-03,+609.015069E-03,+0.0E+00
-1.772500E-03,+629.115571E-03,+804.020E-06
-1.770000E-03,+649.216074E-03,+0.0E+00
-1.767500E-03,+649.216074E-03,+0.0E+00
-1.765000E-03,+649.216074E-03,+0.0E+00
-1.762500E-03,+649.216074E-03,+804.020E-06
-1.760000E-03,+669.316576E-03,+0.0E+00
-1.757500E-03,+689.417078E-03,+0.0E+00
-1.755000E-03,+669.316576E-03,+0.0E+00
-1.752500E-03,+669.316576E-03,+804.020E-06
-1.750000E-03,+689.417078E-03,+0.0E+00
-1.747500E-03,+649.216074E-03,+0.0E+00
-1.745000E-03,+689.417078E-03,+0.0E+00
-1.742500E-03,+709.517580E-03,+804.020E-06
-1.740000E-03,+709.517580E-03,+0.0E+00
-1.737500E-03,+709.517580E-03,-0.0E+00
-1.735000E-03,+709.517580E-03,-0.0E+00
-1.732500E-03,+709.517580E-03,-0.0E+00
-1.730000E-03,+709.517580E-03,+0.0E+00
-1.727500E-03,+709.517580E-03,+804.020E-06
-1.725000E-03,+729.618083E-03,+0.0E+00
-1.722500E-03,+729.618083E-03,+0.0E+00
-1.720000E-03,+749.718585E-03,+0.0E+00
-1.717500E-03,+749.718585E-03,+0.0E+00
-1.715000E-03,+749.718585E-03,+0.0E+00
-1.712500E-03,+749.718585E-03,+0.0E+00
-1.710000E-03,+789.919590E-03,-0.0E+00
-1.707500E-03,+769.819087E-03,-0.0E+00
-1.705000E-03,+789.919590E-03,-804.020E-06
-1.702500E-03,+789.919590E-03,+0.0E+00
-1.700000E-03,+769.819087E-03,+0.0E+00
-1.697500E-03,+789.919590E-03,-0.0E+00
-1.695000E-03,+810.020092E-03,+0.0E+00
-1.692500E-03,+789.919590E-03,+0.0E+00
-1.690000E-03,+810.020092E-03,+804.020E-06
-1.687500E-03,+789.919590E-03,+0.0E+00
-1.685000E-03,+810.020092E-03,-804.020E-06
-1.682500E-03,+810.020092E-03,+0.0E+00
-1.680000E-03,+810.020092E-03,+0.0E+00
-1.677500E-03,+830.120594E-03,+0.0E+00
-1.675000E-03,+830.120594E-03,+0.0E+00
-1.672500E-03,+830.120594E-03,+0.0E+00
-1.670000E-03,+830.120594E-03,+0.0E+00
-1.667500E-03,+830.120594E-03,-804.020E-06
-1.665000E-03,+830.120594E-03,-0.0E+00
-1.662500E-03,+830.120594E-03,-0.0E+00
-1.660000E-03,+830.120594E-03,-0.0E+00
-1.657500E-03,+830.120594E-03,-804.020E-06
-1.655000E-03,+870.321599E-03,+0.0E+00
-1.652500E-03,+850.221097E-03,-804.020E-06
-1.650000E-03,+850.221097E-03,+0.0E+00
-1.647500E-03,+850.221097E-03,-804.020E-06
-1.645000E-03,+870.321599E-03,+0.0E+00
-1.642500E-03,+850.221097E-03,+0.0E+00
-1.640000E-03,+870.321599E-03,-804.020E-06
-1.637500E-03,+870.321599E-03,-0.0E+00
-1.635000E-03,+850.221097E-03,-804.020E-06
-1.632500E-03,+870.321599E-03,-804.020E-06
-1.630000E-03,+890.422101E-03,+0.0E+00
-1.627500E-03,+870.321599E-03,+0.0E+00
-1.625000E-03,+870.321599E-03,+0.0E+00
-1.622500E-03,+890.422101E-03,+0.0E+00
-1.620000E-03,+910.522603E-03,+0.0E+00
-1.617500E-03,+870.321599E-03,+0.0E+00
-1.615000E-03,+890.422101E-03,-804.020E-06
-1.612500E-03,+910.522603E-03,+0.0E+00
-1.610000E-03,+910.522603E-03,-804.020E-06
-1.607500E-03,+910.522603E-03,-804.020E-06
-1.605000E-03,+890.422101E-03,+0.0E+00
-1.602500E-03,+910.522603E-03,-804.020E-06
-1.600000E-03,+910.522603E-03,+0.0E+00
-1.597500E-03,+910.522603E-03,+0.0E+00
-1.595000E-03,+930.623106E-03,+0.0E+00
-1.592500E-03,+930.623106E-03,+0.0E+00
-1.590000E-03,+910.522603E-03,+0.0E+00
-1.587500E-03,+930.623106E-03,-804.020E-06
-1.585000E-03,+910.522603E-03,-804.020E-06
-1.582500E-03,+930.623106E-03,+0.0E+00
-1.580000E-03,+930.623106E-03,-804.020E-06
-1.577500E-03,+930.623106E-03,-804.020E-06
-1.575000E-03,+910.522603E-03,+0.0E+00
-1.572500E-03,+930.623106E-03,-804.020E-06
-1.570000E-03,+930.623106E-03,-0.0E+00
-1.567500E-03,+930.623106E-03,+0.0E+00
-1.565000E-03,+950.723608E-03,+804.020E-06
-1.562500E-03,+930.623106E-03,+0.0E+00
-1.560000E-03,+930.623106E-03,+0.0E+00
-1.557500E-03,+950.723608E-03,+0.0E+00
-1.555000E-03,+930.623106E-03,-804.020E-06
-1.552500E-03,+930.623106E-03,-804.020E-06
-1.550000E-03,+930.623106E-03,-804.020E-06
-1.547500E-03,+930.623106E-03,+0.0E+00
-1.545000E-03,+930.623106E-03,-804.020E-06
-1.542500E-03,+950.723608E-03,-804.020E-06
-1.540000E-03,+950.723608E-03,-804.020E-06
-1.537500E-03,+950.723608E-03,+0.0E+00
-1.535000E-03,+950.723608E-03,+804.020E-06
-1.532500E-03,+930.623106E-03,-0.0E+00
-1.530000E-03,+950.723608E-03,+0.0E+00
-1.527500E-03,+950.723608E-03,+0.0E+00
-1.525000E-03,+950.723608E-03,-0.0E+00
-1.522500E-03,+950.723608E-03,+0.0E+00
-1.520000E-03,+950.723608E-03,+0.0E+00
-1.517500E-03,+950.723608E-03,+0.0E+00
-1.515000E-03,+970.824110E-03,-804.020E-06
-1.512500E-03,+950.723608E-03,-804.020E-06
-1.510000E-03,+950.723608E-03,+0.0E+00
-1.507500E-03,+950.723608E-03,-0.0E+00
-1.505000E-03,+950.723608E-03,-804.020E-06
-1.502500E-03,+950.723608E-03,-0.0E+00
-1.500000E-03,+930.623106E-03,-0.0E+00
-1.497500E-03,+950.723608E-03,-804.020E-06
-1.495000E-03,+930.623106E-03,+0.0E+00
-1.492500E-03,+950.723608E-03,-804.020E-06
-1.490000E-03,+930.623106E-03,+0.0E+00
-1.487500E-03,+950.723608E-03,-0.0E+00
-1.485000E-03,+950.723608E-03,+0.0E+00
-1.482500E-03,+950.723608E-03,-0.0E+00
-1.480000E-03,+950.723608E-03,-804.020E-06
-1.477500E-03,+930.623106E-03,+804.020E-06
-1.475000E-03,+950.723608E-03,+0.0E+00
-1.472500E-03,+950.723608E-03,-804.020E-06
-1.470000E-03,+950.723608E-03,-0.0E+00
-1.467500E-03,+950.723608E-03,-804.020E-06
-1.465000E-03,+910.522603E-03,-0.0E+00
-1.462500E-03,+950.723608E-03,+0.0E+00
-1.460000E-03,+930.623106E-03,+0.0E+00
-1.457500E-03,+950.723608E-03,+0.0E+00
-1.455000E-03,+950.723608E-03,-804.020E-06
-1.452500E-03,+930.623106E-03,-0.0E+00
-1.450000E-03,+930.623106E-03,-0.0E+00
-1.447500E-03,+930.623106E-03,+804.020E-06
-1.445000E-03,+930.623106E-03,-804.020E-06
-1.442500E-03,+910.522603E-03,-804.020E-06
-1.440000E-03,+930.623106E-03,-0.0E+00
-1.437500E-03,+930.623106E-03,-804.020E-06
-1.435000E-03,+930.623106E-03,-0.0E+00
-1.432500E-03,+930.623106E-03,-804.020E-06
-1.430000E-03,+910.522603E-03,-804.020E-06
-1.427500E-03,+910.522603E-03,-0.0E+00
-1.425000E-03,+910.522603E-03,-804.020E-06
-1.422500E-03,+910.522603E-03,-804.020E-06
-1.420000E-03,+910.522603E-03,-0.0E+00
-1.417500E-03,+890.422101E-03,-804.020E-06
-1.415000E-03,+890.422101E-03,-0.0E+00
-1.412500E-03,+910.522603E-03,-804.020E-06
-1.410000E-03,+910.522603E-03,-0.0E+00
-1.407500E-03,+910.522603E-03,-804.020E-06
-1.405000E-03,+910.522603E-03,-0.0E+00
-1.402500E-03,+890.422101E-03,-0.0E+00
-1.400000E-03,+870.321599E-03,-804.020E-06
-1.397500E-03,+890.422101E-03,-804.020E-06
-1.395000E-03,+890.422101E-03,-804.020E-06
-1.392500E-03,+870.321599E-03,-804.020E-06
-1.390000E-03,+890.422101E-03,-0.0E+00
-1.387500E-03,+870.321599E-03,-804.020E-06
-1.385000E-03,+910.522603E-03,-804.020E-06
-1.382500E-03,+850.221097E-03,-1.608040E-03
-1.380000E-03,+870.321599E-03,-0.0E+00
-1.377500E-03,+870.321599E-03,-804.020E-06
-1.375000E-03,+850.221097E-03,-804.020E-06
-1.372500E-03,+890.422101E-03,-804.020E-06
-1.370000E-03,+870.321599E-03,+0.0E+00
-1.367500E-03,+850.221097E-03,-0.0E+00
-1.365000E-03,+850.221097E-03,-804.020E-06
-1.362500E-03,+850.221097E-03,-804.020E-06
-1.360000E-03,+850.221097E-03,-804.020E-06
-1.357500E-03,+830.120594E-03,-0.0E+00
-1.355000E-03,+830.120594E-03,-0.0E+00
-1.352500E-03,+850.221097E-03,-804.020E-06
-1.350000E-03,+850.221097E-03,-804.020E-06
-1.347500E-03,+850.221097E-03,-804.020E-06
-1.345000E-03,+830.120594E-03,-804.020E-06
-1.342500E-03,+830.120594E-03,-804.020E-06
-1.340000E-03,+830.120594E-03,-804.020E-06
-1.337500E-03,+830.120594E-03,-804.020E-06
-1.335000E-03,+810.020092E-03,-804.020E-06
-1.332500E-03,+810.020092E-03,-804.020E-06
-1.330000E-03,+789.919590E-03,-804.020E-06
-1.327500E-03,+789.919590E-03,-0.0E+00
-1.325000E-03,+789.919590E-03,-804.020E-06
-1.322500E-03,+810.020092E-03,-804.020E-06
-1.320000E-03,+810.020092E-03,-804.020E-06
-1.317500E-03,+789.919590E-03,-0.0E+00
-1.315000E-03,+769.819087E-03,-804.020E-06
-1.312500E-03,+769.819087E-03,-0.0E+00
-1.310000E-03,+769.819087E-03,-804.020E-06
-1.307500E-03,+769.819087E-03,-804.020E-06
-1.305000E-03,+729.618083E-03,-0.0E+00
-1.302500E-03,+810.020092E-03,-804.020E-06
-1.300000E-03,+749.718585E-03,-0.0E+00
-1.297500E-03,+769.819087E-03,-804.020E-06
-1.295000E-03,+749.718585E-03,-804.020E-06
-1.292500E-03,+729.618083E-03,-804.020E-06
-1.290000E-03,+769.819087E-03,-0.0E+00
-1.287500E-03,+749.718585E-03,-804.020E-06
-1.285000E-03,+729.618083E-03,-804.020E-06
-1.282500E-03,+729.618083E-03,-1.608040E-03
-1.280000E-03,+709.517580E-03,+0.0E+00
-1.277500E-03,+709.517580E-03,-804.020E-06
-1.275000E-03,+709.517580E-03,-804.020E-06
-1.272500E-03,+689.417078E-03,-804.020E-06
-1.270000E-03,+709.517580E-03,-804.020E-06
-1.267500E-03,+689.417078E-03,-804.020E-06
-1.265000E-03,+669.316576E-03,-804.020E-06
-1.262500E-03,+689.417078E-03,-0.0E+00
-1.260000E-03,+709.517580E-03,-804.020E-06
-1.257500E-03,+669.316576E-03,-0.0E+00
-1.255000E-03,+649.216074E-03,-804.020E-06
-1.252500E-03,+649.216074E-03,-804.020E-06
-1.250000E-03,+649.216074E-03,-804.020E-06
-1.247500E-03,+649.216074E-03,-804.020E-06
-1.245000E-03,+649.216074E-03,-804.020E-06
-1.242500E-03,+649.216074E-03,-0.0E+00
-1.240000E-03,+649.216074E-03,-804.020E-06
-1.237500E-03,+629.115571E-03,-804.020E-06
-1.235000E-03,+629.115571E-03,-804.020E-06
-1.232500E-03,+609.015069E-03,-1.608040E-03
-1.230000E-03,+629.115571E-03,-804.020E-06
-1.227500E-03,+588.914567E-03,-804.020E-06
-1.225000E-03,+588.914567E-03,-0.0E+00
-1.222500E-03,+588.914567E-03,-804.020E-06
-1.220000E-03,+588.914567E-03,-804.020E-06
-1.217500E-03,+588.914567E-03,-804.020E-06
-1.215000E-03,+588.914567E-03,-1.608040E-03
-1.212500E-03,+609.015069E-03,-1.608040E-03
-1.210000E-03,+588.914567E-03,+0.0E+00
-1.207500E-03,+609.015069E-03,-804.020E-06
-1.205000E-03,+548.713562E-03,-804.020E-06
-1.202500E-03,+548.713562E-03,-804.020E-06
-1.200000E-03,+528.613060E-03,+0.0E+00
-1.197500E-03,+548.713562E-03,-804.020E-06
-1.195000E-03,+508.512557E-03,-0.0E+00
-1.192500E-03,+508.512558E-03,-804.020E-06
-1.190000E-03,+508.512557E-03,-804.020E-06
-1.187500E-03,+508.512557E-03,-804.020E-06
-1.185000E-03,+488.412055E-03,-804.020E-06
-1.182500E-03,+488.412055E-03,-1.608040E-03
-1.180000E-03,+488.412055E-03,-0.0E+00
-1.177500E-03,+488.412055E-03,-1.608040E-03
-1.175000E-03,+468.311553E-03,-804.020E-06
-1.172500E-03,+468.311553E-03,-804.020E-06
-1.170000E-03,+448.211051E-03,-804.020E-06
-1.167500E-03,+468.311553E-03,-1.608040E-03
